CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10695,1527.76,0.78,884.8,354.41,296.35,0.0,0.14,0.8,0.37,0.01,2,14,2267.9,769.24,420.14,0.9,9
C10696,2481.75,0.94,4248.21,2945.06,856.83,0.0,0.6,0.72,0.28,0.13,9,36,5820.58,2224.42,533.1,0.11,12
C10697,865.19,0.79,813.45,506.93,143.54,45.46,0.47,0.43,0.7,0.15,13,24,3487.29,556.09,184.57,0.56,12
C10698,3338.55,0.6,3264.72,2074.12,1020.47,112.35,0.26,0.98,0.11,0.17,15,51,9536.44,2231.45,573.79,0.23,12
C10699,120.62,0.53,92.39,46.55,15.74,166.57,0.94,0.5,0.85,0.07,18,37,1342.99,96.59,19.6,0.2,10
C10700,320.88,0.86,1.62,0.91,0.73,230.51,0.32,0.21,0.15,0.13,12,4,1405.08,261.52,45.71,0.21,11
C10701,130.59,0.87,48.56,24.38,6.3,77.09,0.06,0.79,0.28,0.06,0,52,1227.24,143.97,33.31,0.02,12
C10702,65.65,0.67,36.6,20.9,18.12,166.44,0.06,0.93,0.63,0.17,7,56,1466.97,34.27,13.86,0.03,12
C10703,2065.29,0.76,0.0,0.0,0.0,1304.79,0.2,0.26,0.35,0.66,8,42,3842.85,1459.24,257.97,0.09,12
C10704,402.67,0.57,114.45,45.44,56.47,143.33,0.12,0.01,0.51,0.02,19,46,1146.17,379.57,72.27,0.14,10
C10705,1986.75,0.37,1349.27,917.99,540.53,98.06,0.39,0.61,0.57,0.06,2,8,3691.09,1858.38,156.81,0.4,12
C10706,3439.93,0.24,2343.05,1559.17,377.6,68.04,0.08,0.73,0.26,0.02,17,44,6420.81,2485.13,211.35,0.23,12
C10707,3722.09,0.72,4360.4,2039.43,832.73,14.77,0.56,0.26,0.53,0.08,4,36,8253.49,2324.68,312.9,0.27,10
C10708,1161.0,0.74,1363.24,941.63,194.64,9.47,0.41,0.96,0.94,0.0,13,7,3886.23,805.63,309.86,0.76,11
C10709,912.42,0.73,813.92,531.5,318.76,127.77,0.6,0.17,0.0,0.16,9,11,4394.53,1026.14,104.3,0.85,6
C10710,3119.98,0.65,154.15,48.72,25.81,2137.98,0.99,0.8,0.6,0.37,19,32,3564.89,2134.08,907.21,0.3,12
C10711,3680.36,0.47,2789.21,883.75,1076.17,66.76,0.99,0.88,0.32,0.11,5,22,10111.34,3107.06,495.27,0.06,12
C10712,3782.9,0.39,3093.42,1803.2,1372.86,153.18,0.42,0.17,0.86,0.15,9,34,7908.6,4386.72,576.61,0.02,8
C10713,3797.01,0.25,246.49,151.22,65.24,2185.23,0.37,0.5,0.1,0.87,12,57,5692.43,2213.25,960.68,0.27,12
C10714,3475.41,0.32,4493.62,1795.09,1637.54,26.95,0.68,0.03,0.06,0.06,3,37,8722.25,3856.01,368.34,0.04,12
C10715,412.6,0.7,3.01,1.5,1.38,78.68,0.37,0.64,0.4,0.16,5,53,1762.5,421.01,114.44,0.22,12
C10716,1405.91,0.81,1680.59,866.68,674.34,165.65,0.78,0.55,0.67,0.13,15,1,2840.52,1180.68,299.96,0.75,12
C10717,526.19,0.93,24.28,11.61,3.7,18.12,0.6,0.78,0.01,0.04,15,15,1025.91,612.62,34.48,0.11,10
C10718,4388.16,0.27,4134.49,1354.66,897.21,116.74,0.2,0.5,0.81,0.01,13,53,10342.02,2422.65,1268.86,0.28,12
C10719,2692.83,0.85,144.27,55.91,45.34,3182.56,0.41,0.35,0.34,0.41,3,43,2979.31,2957.31,328.18,0.11,12
C10720,943.03,0.68,726.7,454.77,149.49,39.14,0.86,0.14,0.92,0.03,4,21,2779.13,602.01,101.84,0.63,12
C10721,1145.06,0.44,1207.67,397.61,365.16,76.53,0.55,0.05,0.91,0.02,18,19,4144.47,856.44,314.39,0.39,12
C10722,251.02,0.78,50.07,27.48,24.09,0.0,0.71,0.53,0.76,0.08,18,44,992.67,147.01,32.97,0.06,12
C10723,1842.31,0.99,114.09,63.17,32.09,1579.06,0.71,0.92,0.74,0.41,8,0,5094.67,1559.89,424.96,0.11,8
C10724,333.18,0.5,62.19,42.45,12.73,0.0,0.48,0.77,0.6,0.14,11,4,1153.79,206.03,19.5,0.2,12
C10725,322.93,0.7,63.36,44.04,10.05,185.79,0.3,0.39,0.79,0.16,1,51,1357.7,219.13,90.5,0.02,12
C10726,404.38,0.41,69.82,47.34,32.15,92.64,0.6,0.98,0.18,0.05,13,45,1125.84,219.07,61.59,0.1,11
C10727,509.5,0.36,84.87,43.84,16.29,54.25,0.11,0.18,0.82,0.17,1,49,2074.26,363.56,48.22,0.11,6
C10728,1040.41,0.32,908.32,287.67,161.18,192.84,0.6,1.0,0.57,0.08,1,28,2668.22,639.54,307.25,0.41,6
C10729,1092.71,0.23,1288.88,529.63,413.03,17.45,0.1,0.23,0.78,0.2,10,17,4133.43,1070.57,257.27,0.72,12
C10730,334.87,0.78,78.45,38.46,22.33,40.19,0.9,0.17,0.49,0.11,16,23,776.6,317.03,83.17,0.27,12
C10731,103.47,0.32,0.0,0.0,0.0,0.0,0.74,0.86,0.63,0.12,18,46,1846.83,99.93,18.13,0.28,11
C10732,215.69,0.74,133.56,42.05,44.27,204.76,0.18,0.47,0.34,0.18,8,14,1882.93,209.91,47.91,0.07,12
C10733,1797.32,0.9,1177.47,505.85,385.93,249.83,0.78,0.89,0.42,0.19,10,1,4027.81,1028.45,220.57,0.62,12
C10734,388.82,0.88,58.69,26.7,7.47,0.0,0.73,0.75,0.36,0.0,10,29,869.51,252.61,69.8,0.22,12
C10735,2976.4,0.44,4625.42,2462.29,1230.21,34.74,0.73,0.16,0.74,0.05,9,32,9113.49,3024.71,432.03,0.08,12
C10736,255.3,0.3,98.41,66.25,38.22,105.59,0.34,0.12,0.2,0.12,14,25,2713.65,213.82,39.9,0.25,12
C10737,275.84,0.55,22.24,10.15,5.62,58.74,0.52,0.45,0.93,0.0,15,58,1348.84,259.59,14.09,0.29,7
C10738,1449.47,0.35,515.88,164.69,257.46,97.49,0.59,0.56,0.83,0.06,9,36,4812.91,782.17,366.3,0.41,10
C10739,1000.72,0.5,725.88,374.56,140.93,90.59,0.38,0.42,0.86,0.04,4,47,3560.89,770.97,104.56,0.45,12
C10740,396.2,0.66,139.06,61.63,41.51,132.6,0.56,0.21,0.91,0.1,16,14,1764.98,319.57,66.72,0.0,9
C10741,474.99,0.72,0.0,0.0,0.0,23.12,0.24,0.22,0.44,0.12,13,34,1756.62,467.69,102.0,0.12,7
C10742,2434.28,0.37,154.69,73.11,49.37,1263.6,0.87,0.51,0.89,0.7,8,21,5179.36,2771.28,142.67,0.07,9
C10743,480.38,0.38,0.0,0.0,0.0,10.71,0.96,0.01,0.44,0.11,4,21,1207.48,433.39,65.14,0.23,12
C10744,1579.87,0.89,788.81,465.04,240.95,67.05,0.33,0.44,0.1,0.08,8,6,4196.19,1631.66,183.2,0.48,12
C10745,885.88,0.96,1207.08,600.28,587.33,0.0,0.34,0.03,0.05,0.2,16,44,3445.06,841.98,73.72,0.63,12
C10746,117.93,0.71,95.49,49.85,25.08,67.64,0.22,0.87,0.06,0.01,6,27,882.62,134.08,29.88,0.18,12
C10747,669.98,0.65,873.92,315.34,128.0,54.18,0.86,0.62,0.19,0.17,17,58,3421.09,715.23,124.22,0.49,12
C10748,4948.91,0.73,4394.99,1978.08,476.87,175.49,0.16,0.16,0.36,0.2,4,35,10946.84,3331.19,811.95,0.21,12
C10749,4168.69,0.3,4516.43,1438.8,1196.43,95.26,0.8,0.77,0.98,0.11,3,11,9452.96,2733.05,346.51,0.25,12
C10750,228.5,0.92,38.72,23.31,6.74,109.8,0.83,0.49,0.24,0.14,1,43,1340.46,260.1,40.79,0.14,11
C10751,267.6,0.37,39.52,15.74,17.15,98.2,0.32,0.51,0.91,0.03,2,2,1459.74,245.71,31.27,0.17,12
C10752,385.92,0.74,69.82,24.31,33.58,0.0,0.78,0.26,0.81,0.07,5,44,1717.38,314.42,31.51,0.04,12
C10753,1520.54,0.38,1677.21,898.65,798.71,0.0,0.45,0.39,0.86,0.04,14,22,4098.56,1505.49,276.29,0.34,12
C10754,3909.32,0.76,3439.95,1829.27,859.34,74.51,0.35,0.88,0.78,0.12,10,2,12152.66,2725.58,861.79,0.28,11
C10755,98.19,0.8,60.67,25.87,17.1,122.28,0.89,0.15,0.97,0.19,13,31,1798.91,104.67,6.3,0.21,12
C10756,214.24,0.79,76.45,52.37,17.28,81.21,0.45,0.62,0.12,0.01,1,28,1404.55,186.27,13.72,0.0,12
C10757,3276.6,0.54,150.21,83.25,22.78,2828.53,0.06,0.22,0.48,0.64,12,14,5369.88,3636.0,768.84,0.09,10
C10758,313.64,0.69,65.55,43.96,21.21,80.77,0.63,0.44,0.34,0.14,12,6,2042.46,298.14,31.89,0.29,12
C10759,803.38,0.68,815.65,342.77,142.32,73.83,0.66,0.53,0.28,0.09,10,36,2706.93,548.03,71.03,0.63,8
C10760,4054.04,0.78,3643.16,1897.07,450.89,162.32,0.63,0.12,0.45,0.11,12,27,10362.88,4766.83,1177.84,0.1,11
C10761,212.22,0.6,69.56,32.37,30.59,157.84,0.36,0.08,0.48,0.09,2,18,2010.53,165.89,20.16,0.18,7
C10762,512.99,0.61,77.07,35.86,32.32,55.73,0.68,0.48,0.99,0.12,9,33,1136.84,531.54,113.45,0.05,9
C10763,510.54,0.75,108.45,34.61,51.03,96.01,0.29,0.41,0.26,0.01,14,58,1934.25,346.59,129.55,0.28,9
C10764,2608.35,0.34,194.65,75.49,44.96,635.16,0.46,0.92,0.91,0.61,2,52,3198.96,2065.7,344.83,0.12,12
C10765,75.22,0.72,54.01,34.99,24.21,133.97,0.22,0.7,0.17,0.1,3,15,1315.67,76.48,12.47,0.06,10
C10766,643.43,0.32,67.2,43.01,17.43,232.21,0.61,0.9,0.67,0.04,14,22,2079.98,635.31,121.31,0.02,8
C10767,358.09,0.78,20.6,7.05,2.66,97.75,0.81,0.93,0.31,0.11,10,48,1502.57,414.42,35.86,0.01,12
C10768,251.42,0.51,34.48,10.59,9.76,193.5,0.1,0.02,0.96,0.09,4,7,1799.07,266.12,31.18,0.19,12
C10769,1383.93,0.87,919.64,313.43,295.68,7.19,0.03,0.88,0.63,0.12,6,57,3187.76,1006.02,402.41,0.64,12
C10770,405.35,0.27,109.48,60.82,29.87,48.99,0.76,0.96,0.06,0.11,17,24,1673.85,447.63,47.99,0.2,12
C10771,1644.06,0.57,1487.5,588.94,616.08,0.0,0.32,0.45,0.92,0.08,6,29,2598.4,1882.04,416.08,0.35,12
C10772,1114.57,0.33,889.22,538.02,214.06,112.1,0.32,0.64,0.29,0.16,7,58,3203.16,1301.66,204.84,0.84,12
C10773,5473.0,0.9,2488.64,752.4,1165.74,151.8,0.56,0.35,0.93,0.07,16,11,10534.58,6186.26,1157.16,0.25,12
C10774,122.12,0.3,96.37,56.5,12.5,0.0,0.49,0.1,0.01,0.09,4,9,2152.29,120.5,20.07,0.18,12
C10775,2390.76,0.59,179.85,117.72,69.81,2485.08,0.12,0.26,0.22,0.85,9,53,5189.34,2527.2,471.15,0.18,12
C10776,1159.8,0.28,454.1,144.37,214.15,148.34,0.76,0.08,0.28,0.1,6,43,3904.81,1105.86,214.59,0.45,11
C10777,342.15,0.84,0.0,0.0,0.0,143.78,0.18,0.49,0.69,0.16,9,24,1045.42,247.65,58.33,0.26,7
C10778,3630.13,0.43,5588.21,3728.16,2522.92,4.33,0.83,0.65,0.8,0.14,5,6,9891.95,3888.84,910.11,0.03,12
C10779,2228.17,0.68,284.29,146.22,107.1,955.29,0.76,0.01,0.63,0.52,17,32,3232.78,1469.03,601.72,0.24,11
C10780,169.77,0.34,74.89,30.99,7.92,100.74,0.17,0.23,0.06,0.1,2,45,865.21,136.14,19.33,0.13,10
C10781,1953.2,0.48,325.37,170.86,119.9,3291.06,0.76,0.07,0.43,0.71,11,2,,1446.25,164.0,0.03,12
C10782,1603.22,0.29,680.89,288.86,246.91,89.93,0.66,0.97,0.49,0.15,12,12,2893.38,994.8,405.3,0.66,12
C10783,962.44,0.64,1421.2,956.87,142.14,130.48,0.98,0.8,0.36,0.2,16,20,3680.81,1019.45,99.11,0.84,10
C10784,2466.57,0.2,0.0,0.0,0.0,1977.2,0.71,0.03,0.42,0.66,1,16,4654.7,2048.11,657.48,0.17,12
C10785,652.6,0.99,430.14,266.47,49.69,83.68,0.39,0.81,0.48,0.08,17,33,4925.91,567.04,49.37,0.3,11
C10786,4518.06,0.53,3335.79,1814.63,724.53,122.73,0.62,0.83,0.55,0.01,4,59,,3846.8,328.69,0.28,12
C10787,71.01,0.7,108.65,45.13,53.74,199.98,0.66,0.81,0.63,0.07,13,41,2262.79,69.77,6.78,0.14,8
C10788,2578.91,0.43,4096.89,2048.66,1950.59,89.34,0.75,0.88,0.21,0.11,1,30,8213.11,1606.99,136.58,0.25,12
C10789,1410.03,0.4,800.5,521.89,299.34,9.97,0.47,0.47,0.9,0.18,2,57,2982.6,1199.32,334.05,0.78,8
C10790,0.0,0.88,149.29,67.65,36.84,154.08,0.83,0.24,0.83,0.1,10,49,500.0,0.0,0.0,0.23,12
C10791,1077.25,0.81,863.84,377.1,223.37,214.79,0.29,0.87,0.79,0.2,2,35,3155.17,1271.33,308.44,0.56,10
C10792,355.16,0.71,99.15,67.68,11.43,203.1,0.96,0.83,0.81,0.07,8,3,901.19,192.54,50.19,0.29,12
C10793,295.51,0.8,27.99,12.14,6.59,157.2,0.31,0.27,0.53,0.0,8,16,1172.77,339.8,66.71,0.19,11
C10794,0.0,0.34,88.56,57.01,36.64,0.0,0.04,0.58,0.95,0.13,9,55,2405.08,0.0,0.0,0.12,12
C10795,26.42,0.95,0.0,0.0,0.0,49.13,0.2,0.56,0.37,0.04,1,33,1326.52,15.23,3.47,0.23,12
C10796,299.65,0.56,33.58,20.71,9.76,53.23,0.93,0.49,0.42,0.05,14,55,947.73,339.92,81.85,0.02,12
C10797,595.57,0.89,46.06,25.16,6.28,103.59,0.79,0.61,0.82,0.0,6,4,1743.82,567.88,89.02,0.05,12
C10798,4091.1,0.79,2376.06,827.06,1111.05,235.06,0.44,0.08,0.87,0.11,14,10,10440.24,2974.6,768.49,0.2,12
C10799,4863.21,0.43,4994.34,1626.05,1064.94,13.56,0.91,0.45,0.45,0.05,4,8,8967.52,4434.54,727.29,0.19,12
C10800,3041.93,0.66,2979.06,1249.19,754.18,279.38,0.25,0.28,0.85,0.2,4,5,10774.54,1874.76,483.17,0.16,12
C10801,308.29,0.97,76.4,43.01,17.75,69.41,0.23,0.0,0.63,0.17,0,21,1067.39,168.14,19.63,0.2,12
C10802,3098.07,0.23,159.28,70.73,36.87,2710.03,0.13,0.52,0.39,0.76,17,59,5515.39,1655.79,395.16,0.28,12
C10803,1894.03,0.54,1116.25,455.94,379.22,167.62,0.44,0.36,0.91,0.07,7,1,500.0,1305.02,543.74,0.84,11
C10804,196.48,0.7,78.27,41.7,27.46,173.94,0.51,0.43,0.5,0.01,2,56,1386.59,122.92,50.67,0.1,8
C10805,512.71,0.47,31.62,21.53,10.73,152.0,0.15,0.11,0.85,0.13,4,4,975.87,401.11,138.45,0.09,11
C10806,2706.43,0.45,3603.99,1256.86,459.15,38.44,0.11,0.51,0.81,0.0,2,0,8922.95,3014.06,617.64,0.28,12
C10807,463.68,0.8,123.17,68.71,60.08,140.16,0.39,0.27,0.1,0.09,2,0,1539.74,354.71,98.91,0.06,12
C10808,1752.93,0.93,898.28,597.32,346.37,17.32,0.23,0.0,0.87,0.01,1,46,2569.1,1365.52,481.44,0.43,11
C10809,3343.97,0.63,177.46,91.65,80.4,1642.85,0.57,0.78,0.16,0.32,14,10,4571.63,1954.69,616.85,0.27,11
C10810,341.04,0.96,0.0,0.0,0.0,92.41,0.52,0.63,0.81,0.11,11,6,1461.21,406.56,95.15,0.2,7
C10811,365.22,0.28,12.75,6.88,6.03,34.4,0.16,0.53,0.76,0.11,18,49,1710.84,219.74,56.17,0.01,7
C10812,3241.83,0.38,107.5,61.17,41.78,1395.9,0.01,0.62,0.74,0.62,19,38,2597.66,2388.63,646.43,0.29,12
C10813,1907.37,0.27,983.46,606.31,295.32,53.75,0.64,0.32,0.92,0.05,12,21,1512.03,2216.4,320.28,0.74,10
C10814,299.75,0.55,0.0,0.0,0.0,82.36,0.77,0.12,0.6,0.05,10,45,1508.22,245.33,16.41,0.16,12
C10815,2640.0,0.7,150.49,78.87,30.29,2308.6,0.49,0.36,0.34,0.39,18,54,4002.26,1944.81,263.31,0.07,8
C10816,644.84,0.36,108.17,59.03,47.11,1413.4,0.58,0.79,0.59,0.67,18,32,5747.3,645.24,181.82,0.19,12
C10817,1211.9,0.56,1503.58,523.33,378.41,46.71,0.96,0.61,0.7,0.02,3,53,3451.11,633.97,241.8,0.73,9
C10818,1094.4,0.75,1341.28,646.77,498.03,191.36,0.77,0.79,0.36,0.18,11,20,2953.86,793.26,67.46,0.36,12
C10819,48.09,0.71,31.46,19.14,12.34,185.48,0.33,0.9,0.25,0.05,15,51,1877.3,43.57,14.03,0.17,12
C10820,40.99,0.7,89.61,28.34,36.76,64.32,0.85,0.25,0.49,0.03,17,38,1356.62,48.93,11.56,0.09,10
C10821,891.95,0.68,721.81,335.93,182.58,102.37,0.55,0.91,0.9,0.12,8,12,2395.01,1050.08,203.36,0.73,12
C10822,127.27,0.99,103.0,36.9,47.78,62.1,0.52,0.66,0.63,0.06,12,37,1075.69,119.43,15.37,0.23,12
C10823,4372.4,0.77,3943.91,1460.43,855.35,143.66,0.69,0.56,0.9,0.08,9,20,6951.94,3227.17,541.06,0.15,10
C10824,3191.3,0.93,3314.58,1673.96,1439.94,84.44,0.43,0.5,0.48,0.01,12,4,6931.38,2824.42,849.89,0.15,12
C10825,290.29,0.96,38.59,12.03,10.42,66.6,0.88,0.47,0.95,0.09,13,28,1425.94,334.91,18.91,0.14,12
C10826,1187.37,0.89,922.5,433.56,178.68,103.69,0.17,0.07,0.79,0.06,11,3,2055.49,1148.21,129.83,0.42,12
C10827,323.75,0.28,117.92,36.59,27.99,0.0,0.42,0.05,0.35,0.03,15,25,1068.1,195.69,29.66,0.26,11
C10828,2719.22,0.62,90.11,60.4,37.83,845.59,0.06,0.33,0.45,0.48,1,53,2847.26,3208.89,622.92,0.02,12
C10829,251.46,0.51,75.92,49.59,26.26,151.97,0.71,0.2,1.0,0.15,1,4,2204.66,284.53,36.57,0.12,12
C10830,757.92,0.28,475.59,182.94,73.56,111.04,0.27,0.09,0.95,0.15,16,40,3800.55,493.97,211.45,0.49,12
C10831,495.15,0.65,1342.2,437.99,200.78,176.13,0.43,0.02,0.41,0.07,7,14,4073.08,475.24,124.15,0.34,6
C10832,941.61,0.37,877.0,351.02,328.77,69.82,0.89,0.98,0.83,0.19,7,35,5719.5,1049.67,278.87,0.79,10
C10833,3538.64,0.67,3204.51,997.75,627.43,63.26,0.19,0.21,0.91,0.03,15,37,5669.4,2315.56,441.44,0.01,11
C10834,3640.41,0.85,3580.94,2126.78,656.97,10.61,0.0,0.98,0.25,0.17,10,45,9934.5,4173.91,614.25,0.24,12
C10835,1497.76,0.52,764.19,404.68,305.52,67.54,0.58,0.54,0.52,0.2,10,40,2860.41,937.65,321.95,0.45,11
C10836,3913.17,0.96,1955.17,1011.87,447.85,257.27,0.44,0.19,0.76,0.11,18,14,9788.58,2934.95,1149.24,0.21,12
C10837,3013.14,0.81,249.26,159.72,31.74,1889.75,0.05,0.15,0.08,0.63,6,21,4148.32,3495.8,410.28,0.17,12
C10838,910.67,0.84,870.79,543.13,235.05,53.16,0.3,0.2,0.81,0.18,5,34,3097.11,1058.8,119.94,0.3,12
C10839,1226.07,0.29,1030.5,477.69,337.67,19.51,0.24,0.36,0.21,0.09,0,17,5359.17,633.02,253.42,0.35,9
C10840,507.09,0.95,39.9,21.71,13.59,0.0,0.26,0.2,0.48,0.03,18,50,1012.7,561.09,109.69,0.22,12
C10841,4448.26,0.23,3156.61,1504.83,389.53,33.57,0.79,0.83,0.38,0.18,0,35,9191.4,4384.24,432.53,0.21,12
C10842,1353.77,0.88,462.38,254.13,130.12,160.74,0.3,0.37,0.74,0.09,8,41,4809.07,1502.96,221.5,0.89,10
C10843,573.79,0.22,436.26,157.32,106.37,65.84,0.49,0.53,0.23,0.1,8,39,2274.58,472.42,82.82,0.45,8
C10844,247.62,0.33,55.48,23.3,15.51,23.35,0.27,0.5,0.47,0.11,18,21,500.0,293.93,38.45,0.02,12
C10845,2517.68,0.45,183.78,73.65,21.44,1592.74,0.95,0.66,0.27,0.38,9,42,4228.78,2577.51,214.29,0.01,12
C10846,1620.21,0.79,1302.05,477.84,284.16,151.96,0.77,1.0,0.05,0.1,0,38,4241.79,1671.33,343.54,0.71,12
C10847,4699.42,0.92,3033.94,1412.41,1084.28,93.5,0.42,0.44,0.84,0.18,4,48,7542.21,3754.17,455.28,0.27,12
C10848,247.31,0.73,103.59,61.18,15.58,49.82,0.73,0.32,0.22,0.03,10,20,1543.4,191.57,13.94,0.16,12
C10849,2176.65,0.78,117.98,54.09,57.07,1730.19,0.31,0.97,0.23,0.83,15,35,5315.01,1401.52,378.73,0.19,12
C10850,549.62,0.43,96.22,66.69,47.88,276.47,0.08,1.0,0.05,0.11,1,53,1687.75,297.22,32.78,0.1,12
C10851,187.59,0.98,114.77,48.3,28.02,197.57,0.43,0.78,0.5,0.07,14,22,2126.54,212.17,40.62,0.13,11
C10852,2076.76,0.53,210.03,142.66,78.21,3233.72,0.56,0.8,0.27,0.5,3,50,5098.27,1897.09,412.42,0.09,8
C10853,2102.09,0.93,164.99,62.27,58.43,1632.42,0.35,0.41,0.57,0.52,3,20,4355.51,1872.29,402.94,0.28,12
C10854,372.99,0.82,91.32,39.11,15.24,87.91,0.4,0.54,0.72,0.05,2,7,702.73,274.75,27.53,0.12,10
C10855,1339.82,0.49,805.56,294.54,205.64,48.42,0.71,0.35,0.05,0.14,3,2,2495.6,1363.66,108.48,0.52,12
C10856,3708.46,0.47,2999.02,1185.1,1476.29,143.51,0.9,0.62,0.2,0.06,12,29,9004.53,2910.46,802.31,0.05,12
C10857,2487.8,0.74,28.48,10.33,4.3,1842.33,0.89,0.83,0.39,0.87,17,24,2769.72,2653.3,144.42,0.1,12
C10858,770.12,0.95,923.88,508.07,304.94,126.11,0.58,0.37,0.88,0.18,1,15,2790.6,428.09,60.82,0.9,11
C10859,1299.02,0.74,1020.55,388.06,346.65,30.2,0.63,0.54,0.11,0.14,18,52,1932.93,874.5,312.99,0.35,12
C10860,3571.8,0.89,2551.32,852.28,426.1,47.12,0.53,0.77,0.74,0.16,4,50,9693.74,2494.49,327.68,0.2,11
C10861,2830.03,0.97,2677.0,1088.38,840.84,149.65,0.37,0.21,0.95,0.11,19,37,11095.79,1461.23,492.24,0.04,11
C10862,4623.9,0.46,2546.54,1454.99,1189.19,157.61,0.74,0.61,0.08,0.19,16,46,9943.52,4459.33,345.06,0.16,12
C10863,1253.6,0.63,734.71,346.38,107.46,111.28,0.11,0.78,0.33,0.15,13,35,3824.45,1242.49,136.35,0.84,8
C10864,76.66,0.69,0.0,0.0,0.0,110.38,0.89,0.05,0.77,0.06,9,38,1043.24,60.51,20.69,0.29,12
C10865,2170.3,0.37,30.9,10.05,6.25,3119.35,0.28,0.25,0.94,0.63,18,13,4054.47,2293.61,517.18,0.01,8
C10866,2029.38,0.84,44.62,26.41,17.87,1668.84,0.22,0.03,0.25,0.4,9,1,5708.96,2369.53,197.11,0.23,12
C10867,4540.78,0.41,3490.58,2030.28,1155.04,157.28,0.27,0.01,0.64,0.15,2,35,11232.26,4612.03,470.61,0.26,11
C10868,284.94,0.77,0.0,0.0,0.0,150.41,0.81,0.48,0.73,0.06,6,6,500.0,276.76,48.0,0.3,12
C10869,414.22,0.62,45.16,23.08,18.82,101.89,0.27,0.7,0.4,0.1,3,10,1734.85,337.48,86.19,0.2,12
C10870,3906.99,0.87,2970.6,1176.94,1459.48,96.08,0.61,0.38,0.67,0.18,5,31,10200.87,3467.2,764.13,0.18,12
C10871,330.63,0.61,46.51,22.98,8.3,93.02,0.34,0.62,0.55,0.2,0,20,1993.73,231.99,40.06,0.17,11
C10872,2328.11,0.67,107.46,63.56,45.65,684.67,0.66,0.19,0.94,0.52,9,23,4502.38,1561.88,667.44,0.23,11
C10873,1040.28,0.34,1393.86,848.32,345.73,36.56,0.59,0.84,0.54,0.1,10,35,2760.01,539.23,269.21,0.43,9
C10874,5995.14,0.85,2971.29,1296.07,470.64,143.52,1.0,0.36,0.52,0.07,10,50,6689.76,5015.58,1276.39,0.16,12
C10875,1579.04,0.52,236.75,135.31,47.97,1872.14,0.31,0.71,0.67,0.59,4,2,2597.65,1038.3,437.37,0.22,12
C10876,1282.26,0.66,1097.5,542.82,285.04,165.11,0.35,0.13,0.15,0.01,5,16,3273.28,1060.63,158.36,0.64,12
C10877,125.49,0.88,87.15,51.92,40.06,95.89,0.2,0.82,0.53,0.19,11,18,2137.9,134.11,15.68,0.03,11
C10878,744.69,0.58,1107.39,638.2,322.65,165.57,0.46,0.52,0.05,0.11,6,14,4411.32,563.73,94.76,0.31,8
C10879,1359.85,0.42,692.98,415.88,239.58,150.96,0.84,0.97,0.63,0.05,0,5,1982.46,986.34,122.52,0.77,10
C10880,1205.76,0.41,884.09,323.54,100.16,167.43,0.21,0.41,0.53,0.01,14,16,3149.76,980.02,102.47,0.73,12
C10881,1339.0,0.65,738.74,316.81,92.79,61.89,0.96,0.87,0.84,0.11,10,9,5719.98,1133.93,371.33,0.85,12
C10882,1787.41,0.43,118.4,48.07,56.28,2429.63,0.01,0.41,0.8,0.61,3,52,5782.29,1234.86,472.65,0.11,11
C10883,1753.25,0.47,729.82,349.46,317.71,159.03,0.81,0.11,0.43,0.14,17,21,3559.7,1612.9,328.26,0.41,12
C10884,378.87,0.39,0.0,0.0,0.0,0.0,0.69,0.69,0.66,0.11,5,20,1766.9,197.13,81.52,0.25,12
C10885,1909.67,0.56,547.32,310.29,98.6,236.14,0.91,0.18,0.3,0.1,14,41,4087.09,1604.67,209.35,0.53,12
C10886,883.84,0.57,1047.2,552.76,121.55,281.28,0.52,0.8,0.39,0.06,0,35,4216.82,843.47,49.24,0.5,12
C10887,213.72,0.62,17.25,9.18,8.46,175.78,0.68,0.33,0.08,0.04,7,16,979.93,176.61,34.28,0.04,12
C10888,420.33,0.67,131.73,72.87,13.47,164.47,0.05,0.76,0.1,0.05,4,17,2245.23,498.0,91.37,0.3,12
C10889,3468.33,0.67,2852.22,1167.0,556.35,147.1,0.39,0.48,0.82,0.07,1,1,8925.43,2110.56,762.91,0.11,12
C10890,465.42,0.49,113.5,44.32,42.4,74.13,0.77,0.54,0.97,0.15,8,13,637.97,380.31,93.58,0.25,10
C10891,3131.66,0.92,99.9,38.57,47.47,2484.81,0.11,0.73,0.49,0.3,4,23,5894.45,2205.49,881.07,0.12,10
C10892,0.0,0.61,13.14,8.04,1.93,177.15,0.78,0.67,0.13,0.13,5,25,1839.58,0.0,0.0,0.1,12
C10893,358.63,0.87,0.0,0.0,0.0,22.14,0.31,0.66,0.09,0.01,10,13,1765.75,224.4,41.57,0.07,10
C10894,4780.79,0.65,4654.49,1984.85,1083.13,15.14,0.35,0.66,0.05,0.01,17,52,8046.6,4135.37,334.21,0.12,10
